00#00##KŘP HL. M. PRAHY#0#
01#00##KŘP STŘEDOČESKÉHO KRAJE#0#
02#00##KŘP JIHOČESKÉHO KRAJE#0#
03#00##KŘP PLZEŇSKÉHO KRAJE#0#
04#00##KŘP ÚSTECKÉHO KRAJE#0#
05#00##KŘP KRÁLOVEHRADECKÉHO KRAJE#0#
06#00##KŘP JIHOMORAVSKÉHO KRAJE#0#
07#00##KŘP MORAVSKOSLEZSKÉHO KRAJE#0#
14#00##KŘP OLOMOUCKÉHO KRAJE#0#
15#00##KŘP ZLÍNSKÉHO KRAJE#0#
16#00##KŘP KRAJE VYSOČINA#0#
17#00##KŘP PARDUBICKÉHO KRAJE#0#
18#00##KŘP LIBERECKÉHO KRAJE#0#
19#00##KŘP KARLOVARSKÉHO KRAJE#0#
