02#01#16#OOP LIŠOV
02#01#19#OOP TRHOVÉ SVINY
02#01#20#OOP TÝN NAD VLTAVOU
02#02#11#OOP ČESKÝ KRUMLOV
02#02#13#OOP HORNÍ PLANÁ
02#02#15#OOP KAPLICE
02#02#16#OOP KŘEMŽE
02#02#17#OOP LIPNO
02#02#18#OOP VĚTŘNÍ
02#02#19#OOP VYŠŠÍ BROD
02#03#10#OOP DAČICE
02#03#12#OOP JINDŘICHŮV HRADEC
02#03#15#OOP NOVÁ BYSTŘICE
02#03#17#OOP SLAVONICE
02#03#22#OOP SUCHDOL NAD LUŽNICÍ
02#03#23#OOP TŘEBOŇ
02#05#12#OOP MILEVSKO
02#05#13#OOP ČIMELICE
02#05#15#OOP PÍSEK
02#05#16#OOP PROTIVÍN
02#05#17#OOP ZVÍKOVSKÉ PODHRADÍ
02#06#12#OOP NETOLICE
02#06#13#OOP PRACHATICE
02#06#15#OOP VIMPERK
02#06#17#OOP VOLARY
02#06#18#OOP HORNÍ VLTAVICE
02#07#11#OOP BLATNÁ
02#07#14#OOP STRAKONICE
02#07#16#OOP VODŇANY
02#07#17#OOP VOLYNĚ
02#07#18#OOP RADOMYŠL
02#08#10#OOP BECHYNĚ
02#08#15#OOP MLADÁ VOŽICE
02#08#16#OOP SEZIMOVO ÚSTÍ
02#08#17#OOP SOBĚSLAV
02#08#18#OOP TÁBOR
02#08#19#OOP VESELÍ NAD LUŽNICÍ
03#04#11#OOP HORAŽĎOVICE
03#04#13#OOP KAŠPERSKÉ HORY
03#04#14#OOP KLATOVY
03#04#15#OOP KOLINEC
03#04#16#OOP NÝRSKO
03#04#17#OOP PLÁNICE
03#04#18#OOP SUŠICE
03#04#19#OOP ŠVIHOV
03#04#20#OOP ŽELEZNÁ RUDA
03#05#11#OOP PLZEŇ 4
03#05#12#OOP PLZEŇ 2
03#05#13#OOP PLZEŇ 1
03#05#14#OOP PLZEŇ - SKVRŇANY
03#05#15#OOP PLZEŇ - BORY
03#05#16#OOP PLZEŇ - VINICE
03#05#17#OOP PLZEŇ - STŘED
03#05#50#OŽP PLZEŇ MĚSTO
03#07#11#OOP KAZNĚJOV
03#07#12#OOP KRALOVICE
03#07#14#OOP MĚSTO TOUŠKOV
03#07#15#OOP NÝŘANY
03#07#16#OOP TŘEMOŠNÁ
03#07#17#OOP ÚNĚŠOV
04#02#10#OOP BENEŠOV NAD PLOUČNICÍ
04#02#12#OOP ČESKÁ KAMENICE
04#02#13#OOP DĚČÍN - PODMOKLY
04#02#14#OOP KRÁSNÁ LÍPA
04#02#15#OOP HŘENSKO
04#02#16#OOP RUMBURK
04#02#17#OOP ŠLUKNOV
04#02#18#OOP VARNSDORF
04#02#19#OOP VELKÝ ŠENOV
04#02#50#OŽP DĚČÍN
04#03#10#OOP BŘEZNO
04#03#11#OOP CHOMUTOV-MĚSTO
04#03#12#OOP JIRKOV
04#03#13#OOP KADAŇ
04#03#14#OOP KLÁŠTEREC NAD OHŘÍ
04#03#15#OOP RADONICE
04#03#19#OOP VEJPRTY
04#03#21#OOP CHOMUTOV KAMENNÁ
04#03#23#OOP CHOMUTOV ČERNOVICKÁ
04#06#11#OOP LITOMĚŘICE
04#06#12#OOP LIBOCHOVICE
04#06#13#OOP LOVOSICE
04#06#14#OOP ROUDNICE NAD LABEM
04#06#15#OOP ŠTĚTÍ
04#06#16#OOP TEREZÍN
04#07#11#OOP KRYRY
04#07#13#OOP LOUNY
04#07#17#OOP PODBOŘANY
04#07#18#OOP POSTOLOPRTY
04#07#19#OOP ŽATEC
04#08#12#OOP LITVÍNOV
04#08#14#OOP MOST
04#08#15#OOP OBRNICE
04#08#17#OOP LITVÍNOV HAMR
04#08#18#OOP MEZIBOŘÍ
04#08#19#OOP MOST ZAHRADNÍ
04#09#10#OOP BÍLINA
04#09#11#OOP DUBÍ
04#09#12#OOP DUCHCOV
04#09#15#OOP KRUPKA
04#09#17#OOP PROSETICE
04#09#18#OOP TEPLICE
04#09#20#OOP TRNOVANY
04#10#10#OOP CHLUMEC
04#10#11#OOP LIBOUCHEC
04#10#12#OOP NEŠTĚMICE
04#10#13#OOP ÚSTÍ N/LABEM - MĚSTO
04#10#14#OOP STŘEKOV
04#10#15#OOP TRMICE
04#10#16#OOP VŠEBOŘICE
04#10#18#OOP SEVERNÍ TERASA
04#10#20#OOP KRÁSNÉ BŘEZNO
04#10#21#OOP VELKÉ BŘEZNO
04#10#50#ŽO ÚSTÍ NAD LABEM
05#02#10#OOP HRADEC KRÁLOVÉ 1
05#02#11#OOP HRADEC KRÁLOVÉ 2
05#02#12#OOP CHLUMEC NAD CIDLINOU
05#02#15#OOP NOVÝ BYDŽOV
05#02#16#OOP HOLOHLAVY
05#02#17#OOP TŘEBECHOVICE POD OREBEM
05#02#18#OOP HRADEC KRÁLOVÉ 3
05#02#50#OŽP HRADEC KRÁLOVÉ
05#04#10#OOP HOŘICE
05#04#11#OOP JIČÍN
05#04#12#OOP KOPIDLNO
05#04#14#OOP NOVÁ PAKA
05#04#15#OOP SOBOTKA
05#05#10#OOP BROUMOV
05#05#12#OOP ČESKÁ SKALICE
05#05#13#OOP HRONOV
05#05#14#OOP JAROMĚŘ
05#05#15#OOP NÁCHOD
05#05#16#OOP NOVÉ MĚSTO NAD METUJÍ
05#05#17#OOP POLICE NAD METUJÍ
05#07#10#OOP DOBRUŠKA
05#07#11#OOP KOSTELEC NAD ORLICÍ
05#07#13#OOP ROKYTNICE V ORLICKÝCH HORÁCH
05#07#14#OOP RYCHNOV NAD KNĚŽNOU
05#07#16#OOP TÝNIŠTĚ NAD ORLICÍ
05#10#11#OOP DVŮR KRÁLOVÉ NAD LABEM
05#10#12#OOP HOSTINNÉ
05#10#15#OOP SVOBODA NAD ÚPOU
05#10#16#OOP TRUTNOV
05#10#17#OOP ÚPICE
05#10#18#OOP VRCHLABÍ
05#10#19#OOP PEC POD SNĚŽKOU
05#10#20#OOP ŠPINDLERŮV MLÝN
05#10#21#OOP ŽACLÉŘ
06#02#10#OOP BRNO - STŘED
06#02#11#OOP BRNO - ŽABOVŘESKY
06#02#12#OOP BRNO - SEVER
06#02#13#OOP BRNO - ŽIDENICE
06#02#14#OOP BRNO - KRÁLOVO POLE
06#02#16#OOP BRNO - KOMÁROV
06#02#18#OOP BRNO - VÝSTAVIŠTĚ
06#02#19#OOP BRNO - BYSTRC
06#03#10#OOP ŠLAPANICE
06#03#12#OOP IVANČICE
06#03#13#OOP KUŘIM
06#03#15#OOP ROSICE
06#03#16#OOP POHOŘELICE
06#03#17#OOP TIŠNOV
06#03#20#OOP ŽIDLOCHOVICE
06#03#22#OOP RAJHRAD
06#04#10#OOP BŘECLAV
06#04#12#OOP HUSTOPEČE
06#04#15#OOP MIKULOV
06#06#12#OOP DUBŇANY
06#06#13#OOP HODONÍN
06#06#14#OOP KYJOV
06#06#17#OOP VESELÍ NAD MORAVOU
07#02#11#OOP BRUŠPERK
07#02#13#OOP NOŠOVICE
07#02#14#OOP FRÝDEK-MÍSTEK
07#02#15#OOP FRÝDLANT NAD OSTRAVICÍ
07#02#16#OOP HNOJNÍK
07#02#17#OOP JABLUNKOV
07#02#18#OOP PALKOVICE
07#02#21#OOP TŘINEC
07#03#10#OOP TĚRLICKO
07#03#11#OOP ČESKÝ TĚŠÍN
07#03#12#OOP HAVÍŘOV 1
07#03#14#OOP HORNÍ SUCHÁ
07#03#15#OOP KARVINÁ 1
07#03#16#OOP KARVINÁ 7
07#03#17#OOP BOHUMÍN
07#03#18#OOP ORLOVÁ
07#03#19#OOP PETŘVALD
07#03#20#OOP DĚTMAROVICE
07#03#21#OOP HAVÍŘOV 3
07#04#10#OOP BÍLOVEC
07#04#11#OOP FRENŠTÁT POD RADHOŠTĚM
07#04#12#OOP FULNEK
07#04#13#OOP KOPŘIVNICE
07#04#14#OOP NOVÝ JIČÍN
07#04#15#OOP ODRY
07#04#16#OOP PŘÍBOR
07#04#17#OOP STUDÉNKA
07#06#12#OOP HLUČÍN
07#06#13#OOP HRADEC NAD MORAVICÍ
07#06#14#OOP KRAVAŘE
07#06#16#OOP OPAVA
07#06#18#OOP VELKÉ HERALTICE
07#06#19#OOP VÍTKOV
07#07#11#OOP OSTRAVA - MARIÁNSKÉ HORY
07#07#12#OOP OSTRAVA - PORUBA 1
07#07#13#OOP OSTRAVA - PŘÍVOZ
07#07#15#OOP OSTRAVA - STŘED
07#07#16#OOP OSTRAVA - VÍTKOVICE
07#07#17#OOP OSTRAVA - ZÁBŘEH
07#07#18#OOP SLEZSKÁ OSTRAVA
07#07#20#OOP OSTRAVA - HRABŮVKA
07#07#21#OOP OSTRAVA - PORUBA 2
07#07#22#OOP VRATIMOV
15#05#11#OOP FRYŠTÁK
15#05#12#OOP ZLÍN
15#05#13#OOP LUHAČOVICE
15#05#14#OOP NAPAJEDLA
15#05#15#OOP OTROKOVICE
15#05#16#OOP SLAVIČÍN
15#05#17#OOP VALAŠSKÉ KLOBOUKY
15#05#18#OOP VIZOVICE
15#08#10#OOP BYSTŘICE POD HOSTÝNEM
15#08#11#OOP HOLEŠOV
15#08#12#OOP HULÍN
15#08#13#OOP KROMĚŘÍŽ
15#08#15#OOP MORKOVICE - SLÍŽANY
15#11#11#OOP BOJKOVICE
15#11#12#OOP BUCHLOVICE
15#11#16#OOP UHERSKÉ HRADIŠTĚ
15#11#17#OOP UHERSKÝ BROD
15#11#18#OOP UHERSKÝ OSTROH
15#15#11#OOP HORNÍ LIDEČ
15#15#12#OOP JABLŮNKA
15#15#13#OOP KAROLINKA
15#15#15#OOP ROŽNOV POD RADHOŠTĚM
15#15#16#OOP VALAŠSKÉ MEZIŘÍČÍ
15#15#17#OOP VSETÍN
16#07#11#OOP JIHLAVA
16#07#13#OOP POLNÁ
16#07#15#OOP TELČ
16#07#16#OOP TŘEŠŤ
16#10#11#OOP HROTOVICE
16#10#13#OOP JEMNICE
16#10#14#OOP MORAVSKÉ BUDĚJOVICE
16#10#15#OOP NÁMĚŠŤ NAD OSLAVOU
16#10#16#OOP OKŘÍŠKY
16#10#17#OOP TŘEBÍČ
16#14#10#OOP BYSTŘICE NAD PERNŠTEJNEM
16#14#15#OOP NOVÉ MĚSTO NA MORAVĚ
16#14#17#OOP VELKÁ BÍTEŠ
16#14#19#OOP VELKÉ MEZIŘÍČÍ
16#14#20#OOP ŽĎÁR NAD SÁZAVOU
16#16#10#OOP GOLČŮV JENÍKOV
16#16#12#OOP HAVLÍČKŮV BROD
16#16#13#OOP CHOTĚBOŘ
16#16#14#OOP LEDEČ NAD SÁZAVOU
16#16#15#OOP PŘIBYSLAV
16#16#16#OOP SVĚTLÁ NAD SÁZAVOU
17#06#10#OOP LÁZNĚ BOHDANEČ
17#06#12#OOP HOLICE V ČECHÁCH
17#06#13#OOP PARDUBICE 1
17#06#14#OOP PARDUBICE 2
17#06#15#OOP CHVALETICE
17#06#16#OOP PŘELOUČ
17#06#19#OOP PARDUBICE 3
17#06#21#OOP PARDUBICE 4
17#09#14#OOP LITOMYŠL
17#09#16#OOP MORAVSKÁ TŘEBOVÁ
17#09#17#OOP POLIČKA
17#09#18#OOP SVITAVY
17#11#10#OOP ČESKÁ TŘEBOVÁ
17#11#11#OOP CHOCEŇ
17#11#13#OOP KRÁLÍKY
17#11#14#OOP LANŠKROUN
17#11#15#OOP ÚSTÍ NAD ORLICÍ
17#11#16#OOP VYSOKÉ MÝTO
17#11#17#OOP ŽAMBERK
17#11#18#OOP LETOHRAD
18#01#10#OOP CVIKOV
18#01#11#OOP ČESKÁ LÍPA
18#01#12#OOP DOKSY
18#01#15#OOP MIMOŇ
18#01#16#OOP NOVÝ BOR
18#01#17#OOP STRÁŽ POD RALSKEM
18#01#20#OOP ŽANDOV
18#01#21#OOP JABLONNÉ V PODJEŠTĚDÍ
18#04#10#OOP JABLONEC N/NISOU
18#04#11#OOP JABLONEC N/NISOU MŠENO
18#04#12#OOP RYCHNOV U JABLONCE N/NISOU
18#04#13#OOP SMRŽOVKA
18#04#14#OOP TANVALD
18#04#16#OOP ŽELEZNÝ BROD
18#05#10#OOP ČESKÝ DUB
18#05#11#OOP FRÝDLANT
18#05#12#OOP HEJNICE
18#05#13#OOP CHRASTAVA
18#05#15#OOP LIBEREC-CENTRUM
18#05#16#OOP LIBEREC VÁPENKA
18#05#18#OOP LIBEREC VESEC
18#05#19#OOP LIBEREC RUPRECHTICE
18#05#20#OOP HRÁDEK NAD NISOU
18#05#21#OOP NOVÉ MĚSTO POD SMRKEM
18#05#22#OOP LIBEREC VRATISLAVICE
18#05#26#OOP HODKOVICE NAD MOHELKOU
19#03#10#OOP BEČOV NAD TEPLOU
19#03#11#OOP BOCHOV
19#03#12#OOP JÁCHYMOV
19#03#13#OOP KARLOVY VARY
19#03#14#OOP KARLOVY VARY - RYBÁŘE
19#03#16#OOP NEJDEK
19#03#17#OOP NOVÁ ROLE
19#03#18#OOP OSTROV
19#03#19#OOP PERNINK
19#03#20#OOP TEPLÁ
19#03#21#OOP TOUŽIM
19#03#22#OOP ŽLUTICE
14#05#12#OOP MORAVSKÝ BEROUN
14#05#13#OOP LITOVEL
14#05#14#OOP LUTÍN
14#05#16#OOP OLOMOUC 1
14#05#18#OOP ŠTERNBERK
14#05#19#OOP UNIČOV
14#05#20#OOP VELKÁ BYSTŘICE
14#05#22#OOP OLOMOUC 2
14#05#23#OOP OLOMOUC 3
14#05#24#OOP OLOMOUC 4
14#08#11#OOP HRANICE
14#08#12#OOP KOJETÍN
14#08#13#OOP LIPNÍK
14#08#17#OOP PŘEROV
14#08#19#OOP PŘEROV 2
14#09#10#OOP HANUŠOVICE
14#09#13#OOP MOHELNICE
14#09#14#OOP ŠUMPERK
14#09#16#OOP VELKÉ LOSINY
14#09#17#OOP ZÁBŘEH
17#03#10#OOP HEŘMANŮV MĚSTEC
17#03#11#OOP HLINSKO
17#03#12#OOP CHRAST
17#03#13#OOP CHRUDIM
17#03#17#OOP SKUTEČ
17#03#18#OOP TŘEMOŠNICE
00#01#10#MOP BARTOLOMĚJSKÁ PRAHA 1
00#01#11#MOP BENEDIKTSKÁ PRAHA 1
00#01#13#MOP MALÁ STRANA PRAHA 1
00#01#15#MOP HYBERNSKÁ PRAHA 1
00#01#16#MOP KRAKOVSKÁ PRAHA 1
00#01#50#OŽP PRAHA - MASARYKOVO NÁDRAŽÍ
00#02#10#MOP NOVÉ MĚSTO PRAHA 2
00#02#11#MOP VINOHRADY PRAHA 2
00#02#50#OŽP PRAHA - HLAVNÍ NÁDRAŽÍ
00#04#10#MOP MODŘANY PRAHA 4
00#04#11#MOP LHOTKA PRAHA 4
00#04#12#MOP PODOLÍ PRAHA 4
00#04#13#MOP SPOŘILOV PRAHA 4
00#04#14#MOP NUSLE PRAHA 4
00#04#16#MOP JIŽNÍ MĚSTO 1 PRAHA 4
00#04#17#MOP JIŽNÍ MĚSTO 2 PRAHA 4
00#04#20#MOP PANKRÁC PRAHA 4
00#05#10#MOP KOŠÍŘE PRAHA 5
00#05#11#MOP SMÍCHOV PRAHA 5
00#05#12#MOP BARRANDOV PRAHA 5
00#05#13#MOP ZBRASLAV PRAHA 5
00#05#14#MOP STODŮLKY PRAHA 5
00#05#50#OŽP PRAHA - SMÍCHOV
00#06#10#MOP BŘEVNOV  PRAHA 6
00#06#11#MOP DEJVICE  PRAHA 6
00#06#15#MOP VOKOVICE  PRAHA 6
00#06#16#MOP ŘEPY  PRAHA 6
00#06#17#ODD. LETIŠTĚ RUZYŇ PRAHA 6
00#07#10#MOP HOLEŠOVICE PRAHA 7
00#07#11#MOP LETNÁ PRAHA 7
00#07#12#MOP VÝSTAVIŠTĚ PRAHA 7
00#07#50#OŽP PRAHA - HOLEŠOVICE
00#08#10#MOP KARLÍN PRAHA 8
00#08#11#MOP KOBYLISY PRAHA 8
00#08#12#MOP LIBEŇ PRAHA 8
00#08#13#MOP BOHNICE PRAHA 8
00#08#14#MOP ĎÁBLICE PRAHA 8
00#09#10#MOP ČAKOVICE PRAHA 9
00#09#11#MOP KYJE PRAHA 9
00#09#13#MOP PROSEK PRAHA 9
00#09#14#MOP VYSOČANY PRAHA 9
00#09#15#MOP HORNÍ POČERNICE PRAHA 9
00#09#16#MOP LETŇANY PRAHA 9
00#09#17#MOP ÚJEZD NAD LESY
01#02#10#OOP BEROUN
01#02#11#OOP HOŘOVICE
01#02#13#OOP KARLŠTEJN
01#02#14#OOP KRÁLŮV DVŮR
01#02#16#OOP ZDICE
01#14#12#OOP ČESTLICE
01#14#13#OOP JÍLOVÉ U PRAHY
01#14#14#OOP JESENICE
01#14#16#OOP ŘÍČANY
01#14#19#OOP KAMENICE
01#14#22#OOP HRADIŠŤKO
01#15#10#OOP BRANDÝS/LABEM-STARÁ BOLESLAV
01#15#11#OOP ČELÁKOVICE
01#15#15#OOP ODOLENÁ VODA
01#15#17#OOP ÚVALY
01#16#14#OOP LIBČICE
01#16#18#OOP MNÍŠEK POD BRDY
01#16#20#OOP ŘEVNICE
01#16#21#OOP HOSTIVICE
03#01#11#OOP DOMAŽLICE
03#01#12#OOP HOLÝŠOV
03#01#13#OOP HORŠOVSKÝ TÝN
03#01#14#OOP KDYNĚ
03#01#15#OOP POBĚŽOVICE
03#06#10#OOP BLOVICE
03#06#11#OOP DOBŘANY
03#06#13#OOP NEPOMUK
03#06#14#OOP PŘEŠTICE
03#06#16#OOP STARÝ PLZENEC
03#06#17#OOP STOD
03#08#10#OOP HRÁDEK
03#08#11#OOP RADNICE
03#08#12#OOP ROKYCANY
03#08#13#OOP ZBIROH
03#10#11#OOP BOR U TACHOVA
03#10#12#OOP PLANÁ
03#10#13#OOP STŘÍBRO
03#10#14#OOP TACHOV
03#10#15#OOP KONSTANTINOVY LÁZNĚ
06#13#10#OOP HRUŠOVANY NAD JEVIŠOVKOU
06#13#12#OOP JEVIŠOVICE
06#13#15#OOP MORAVSKÝ KRUMLOV
06#13#19#OOP VRANOV NAD DYJÍ
06#13#20#OOP ZNOJMO
07#01#10#OOP BRUNTÁL
07#01#13#OOP KRNOV
07#01#14#OOP MĚSTO ALBRECHTICE
07#01#16#OOP RÝMAŘOV
07#01#17#OOP VRBNO POD PRADĚDEM
00#41#10#ICP LETIŠTĚ RUZYNĚ
07#41#70#ICP LETIŠTĚ MOŠNOV
16#17#12#OOP HUMPOLEC
16#17#13#OOP KAMENICE NAD LIPOU
16#17#16#OOP PACOV
16#17#17#OOP PELHŘIMOV
16#17#18#OOP POČÁTKY
17#41#50#ICP LETIŠTĚ PARDUBICE
18#11#10#OOP JILEMNICE
18#11#11#OOP LOMNICE NAD POPELKOU
18#11#12#OOP ROKYTNICE NAD JIZEROU
18#11#14#OOP SEMILY
18#11#16#OOP TURNOV
18#11#18#OOP HARRACHOV
19#02#10#OOP AŠ
19#02#11#OOP FRANTIŠKOVY LÁZNĚ
19#02#13#OOP CHEB - MĚSTO
19#02#15#OOP MARIÁNSKÉ LÁZNĚ
19#02#17#OOP PLESNÁ
19#02#20#OOP CHEB - VENKOV
19#09#11#OOP HABARTOV
19#09#12#OOP HORNÍ SLAVKOV
19#09#13#OOP CHODOV
19#09#14#OOP KRASLICE
19#09#15#OOP KYNŠPERK NAD OHŘÍ
19#09#16#OOP LOKET NAD OHŘÍ
19#09#17#OOP ROTAVA
19#09#18#OOP SOKOLOV
19#09#19#OOP SOKOLOV - VENKOV
14#11#10#OOP JESENÍK
14#11#11#OOP JAVORNÍK
14#11#12#OOP ZLATÉ HORY
14#12#11#OOP KONICE
14#12#13#OOP NĚMČICE NAD HANOU
14#12#14#OOP PLUMLOV
14#12#15#OOP PROSTĚJOV 1
14#12#16#OOP PROSTĚJOV 2
06#41#60#ICP LETIŠTĚ TUŘANY
06#18#11#OOP BLANSKO
06#18#12#OOP BOSKOVICE
06#18#16#OOP LETOVICE
06#18#17#OOP BUČOVICE
06#18#18#OOP SLAVKOV U BRNA
06#18#19#OOP VYŠKOV
