#
kód#název útvaru
0000  #KŘP HL. M. PRAHY
000000#ETŘ KŘPA
000005#ODB. VYŠETŘOVÁNÍ DN SKPV KŘPA
000006#ODN KŘPA
000007#ODD. ŘÍZENÍ DOPRAVY KŘPA
000050#ODD. DOPROVODU VLAKŮ KŘPA
000054#METRO PRAHA
000057#POŘÍČNÍ ODD. PRAHA
000065#PMJ KŘPA
000066#OVK KŘPA
000068#ODD. SLUŽEBNÍ HIPOLOGIE KŘPA
000070#OOK - SKPV KŘPA
000071#OOK - 1.ODD. KŘPA
000072#OOK - 2.ODD. KŘPA
000073#OOK - 3.ODD. KŘPA
000074#OOK - 4.ODD. KŘPA
000075#OOK - 5.ODD. KŘPA
000076#OOK - 6.ODD. KŘPA
000077#OOK - 7.ODD. KŘPA
000086#ODD. PROTIDROGOVÉ OOZOK KŘPA
000088#ODD. EXTREMISMU OOZOK KŘPA
000090#OHK - SKPV KŘPA
000091#OHK - 1.ODD. KŘPA
000092#OHK - 2.ODD. KŘPA
000093#OHK - 3.ODD. KŘPA
000094#OHK - 4.ODD. KŘPA
000095#OHK - 5.ODD. KŘPA
000096#OHK - 6.ODD. KŘPA
000097#OHK - 7.ODD. KŘPA
000098#OHK - 8.ODD. KŘPA
0011  #OŘP PRAHA I.
001105#ETŘ OŘP PRAHA I.
001106#DI OŘP PRAHA I.
001110#MOP BARTOLOMĚJSKÁ PRAHA I.
001111#MOP BENEDIKTSKÁ PRAHA I.
001112#MOP MALÁ STRANA PRAHA I.
001113#MOP MŮSTEK PRAHA I.
001114#MOP KRAKOVSKÁ PRAHA I.
001115#MOP BŘEVNOV PRAHA I.
001116#MOP DEJVICE PRAHA I.
001117#MOP VOKOVICE PRAHA I.
001118#MOP ŘEPY PRAHA I.
001119#MOP RUZYNĚ PRAHA I.
001120#MOP HOLEŠOVICE PRAHA I.
001121#MOP LETNÁ PRAHA I.
001122#MOP VÝSTAVIŠTĚ PRAHA I.
001150#OŽP - MASARYKOVO NÁDRAŽÍ PRAHA I.
001151#OŽP - HOLEŠOVICE PRAHA I.
001157#SVK PRAHA I.
001163#ODD. HLÍDKOVÉ SL. PRAHA I.
001170#OOK - SKPV OŘP PI.
001171#OOK - 1.ODD. OŘP PI.
001172#OOK - 2.ODD. OŘP PI.
001173#OOK - 3.ODD. OŘP PI.
001174#OOK - 4.ODD. OŘP PI.
001175#OOK - 5.ODD. OŘP PI.
001176#OOK - 6.ODD. OŘP PI.
001177#OOK - 7.ODD. OŘP PI.
001178#OOK - 8.ODD. OŘP PI.
001179#OOK - 9.ODD. OŘP PI.
001180#OOK - 10.ODD. OŘP PI.
001190#OHK - SKPV OŘ PRAHA I.
001191#OHK - 1.ODD. PRAHA I.
001192#OHK - 2.ODD. PRAHA I.
001193#OHK - 3.ODD. PRAHA I.
0012  #OŘP PRAHA II.
001202#SKPV OŘP PRAHA II. - OOK
001203#SKPV OŘP II. - OHK
001204#SKPV OŘP II. - DTS
001205#ETŘ OŘP PRAHA II.
001206#DI OŘP PRAHA II.
001210#MOP NOVÉ MĚSTO OŘP II.
001211#MOP VINOHRADY OŘP II.
001212#MOP KOŠÍŘE OŘP II.
001213#MOP SMÍCHOV OŘP II.
001214#MOP BARRANDOV OŘP II.
001215#MOP RADOTÍN OŘP II.
001216#MOP STODŮLKY OŘP II.
001217#MOP ZLIČÍN OŘP II.
001250#MOP WILSONOVO NÁDRAŽÍ
001251#MOP SMÍCHOVSKÉ NÁDRAŽÍ
001257#SVK OŘP II.
001263#ODD. HLÍDKOVÉ SL. SMÍCHOV
001264#ODD. HLÍDKOVÉ SL. VINOHRADY
001270#OOK - SKPV OŘP PII.
001271#OOK - 1.ODD. OŘP PII.
001272#OOK - 2.ODD. OŘP PII.
001273#OOK - 3.ODD. OŘP PII.
001274#OOK - 4.ODD. OŘP PII.
001275#OOK - 5.ODD. OŘP PII.
001276#OOK - 6.ODD. OŘP PII.
001277#OOK - 7.ODD. OŘP PII.
001278#OOK - 8.ODD. OŘP PII.
001279#OOK - 9.ODD. OŘP PII.
001290#OHK - SKPV OŘP II.
001291#OHK - 1.ODD. OŘP II.
001292#OHK - 2.ODD. OŘP II.
001293#OHK - 3.ODD. OŘP II.
0013  #OŘP PRAHA III.
001302#SKPV OŘP PRAHA III. - OOK
001303#SKPV OŘP PRAHA III. - OHK
001305#ETŘ OŘP PRAHA III.
001306#DI OŘP PRAHA III.
001310#MOP JAROV PRAHA III.
001311#MOP ŽIŽKOV PRAHA III.
