Kód#Heslo#Poznámka
##
#Dělníci#
11#manuální pracovníci v zemědělství, lesním a vodním hospodářství - mimo ZD#prac. rostlinné a živočišné výroby, mechanizátoři a opraváři SS, STS, melioračních družstvech apod., rybářští a lesní dělníci
12#manuální pracovníci ZD#zemědělských družstev
13#dělníci při těžbě a úpravě paliv, rudných a nerudných surovin - hlubinných i povrchových dolů#raziči, vrtaři, horníci, rubači, pracovníci osádek rypadel, dělníci briketáren a úpraven paliv, dělníci při těžbě ropy a přírodních plynů, dělníci při geologickém průzkumu
14#dělníci hutní# 
15#dělníci při výrobě elektřiny, vody, koksu, plynu a rozvodu energie#strojníci elektráren, úpraven vody, plynáren, rozvodných zařízení, koksaři, topiči kotlů apod.
16#dělníci výrobní (zpracovatelé - výrobci) včetně opravářů a údržbářů#zpracovatelé chemických, gumárenských a plastikářských výrobků zpracovatelé kovů ruční i strojní, slévárenští dělníci, zpracovatelé dřeva, papíru, knihaři, polygrafové, zpracovatelé - výrobci textilu, konfekce, kůží, kožešin, zpracovatelé - výrobci potravinářských výrobků, ostatní výrobní dělníci
17#mechanici a montéři, včetně údržbářů a opravářů#mechanici strojních zařízení, automechanici, letečtí a lodní mechanici, mechanici ostatních dopravních zařízení, montéři konstrukcí, kotláři, potrubáři, elektromontéři, elektromechanici, spoj. montéři a mechanici
18#dělníci stavební#dělníci zemních a betonářských prací, zedníci, tesaři, lešenáři, pokrývači, betonáři, studnáři, tuneláři, stavební klempíři a zámečníci, stavební instalatéři, obkladači, dělníci při stavbě a údržbě silnic, železničních svršků a kolejí včetně obsluhy zemních a silničních strojů a stavebních jeřábů apod.
#Provozní a obsluhující pracovníci#
20#řidiči silničních mot.vozidel a jejich pomocníci# 
21#provozní pracovníci dopravy#řidiči želez. kolejových voz. a jejich pomocníci, řidiči tramvají, trolejbusů, průvodčí a členové vlakových čet, letecký personál, lodní posádky vnitrozem., námořní a říční plavby, jeřábníci - bez stavebních, strojníci a údržbáři lanovek, výtahů, dopravních pásů a motorových vozíků
 ## 
22#provozní pracovníci pošt a telekomunikací#vedoucí provozu, pracovníci přepážek, doručovatelé, pracovníci poštovní přepravy, provozní pracovníci přepravy, telekomunikací, novinové služby apod.
23#pracovníci obchodu#vedoucí, prodavači, pokladní, aranžéři, pomocní pracovníci aj.
24#provozní pracovníci komunálního a bytového hospodářství#pracovníci zdravotně-hygienických služeb jako holiči, maséři, manikéři, plavčíci aj. pracovníci čistíren, prádelen, barvíren, kanalizační služby, pohřební služby, fotografické, služby, úklidu - uklízečky aj., pracovníci sběru surovin, domovníci apod.
 ## 
25#pracovníci veřejného stravování, hotelů, ubytovacích služeb#pracovníci přípravy jídel, obsluhující pracovníci, hotelový pracovníci
26#pracovníci skladového hospodářství#vedoucí skladníci, skladníci - dělníci, pomocní skladníci aj.
27#pracovníci ochrany nebo ostrahy objektu# 
28#pracovníci záchranné služby# 
29#ostatní pracovníci nevýrobní činnosti# 
##
#Techničtí pracovníci#
31#techničtí pracovníci na zemědělském úseku včetně lesnictví, rybářství, vodohospodářství#agronomové, zootechnici, veterináři, lesničtí a vodohospod. technici
32#bánští a hutní technici# 
33#strojírenčtí technici, elektrotechnici, chemičtí technici# 
34#stavební technici# 
35#technici dopravy, pošt a telekomunikací# 
39#ostatní techničtí pracovníci# 
##
#Pracovníci obranných a bezpečnostních orgánů#
40#příslušníci policie ČR# 
41#příslušníci vězeňské služby a justiční stráže# 
42#příslušníci vojenské policie# 
43#příslušníci armády# 
44#příslušníci městské nebo obecní policie# 
45#zaměstnanci bezpečnostních a detektivních agentur# 
46#profesionální hasič#příslušník hasič.záchr.sboru, podnikový profesionál
49#ostatní pracovníci BO# 
##
#Pracovníci školství, kultury, zdravotnictví a ostatní duševní pracovníci nevýrobní sféry#
51#pedagogičtí pracovníci všech stupňů# 
52#pracovníci tisku,kultury a osvěty#redaktoři, novináři, odb. prac. nakladatelství, vydavatelství, odb. řídící a provozní prac. kulturních zařízení, lektoři
53#pracovníci umění#umělci, spisovatelé, výtvarníci, hudební skladatelé, dirigenti, režiséři, herci, členové pěveckých a baletních souborů, umělečtí vedoucí, cirkusoví, estrádní umělci, artisté a ostatní pracovníci umění
54#zdravotničtí pracovníci#lékaři, farmaceuti, dentisté - včetně ředitelů, primářů, střední zdravotní personál, zdravotní sestry všech pracovišť, laboranti, rehabilitační, sanitární a nižší zdrav. personál
55#sportovní a tělovýchovní pracovníci#cvičitelé, trenéři, odborní pracovníci jako maséři, plavčíci, profesionální sportovci a ostatní sportovně techničtí pracovníci
56#sociální pracovníci#ve zdravotnictví - pěstounky, v porodnicích, u obecních úřadů
57#pracovníci církevních a náboženských společností#biskupové, vikáři, kanovníci, duchovní, správcové a ostatní
58#tvůrčí pracovníci vědy, výzkumu a vývoje#vědečtí, vědecko - pedagog., výzkumní a vývojoví pracovníci
59#ostatní duševní pracovníci nevýrobní sféry# 
##
#Osoby bez pracovního zařazení a připravující se na budoucí zaměstnání#
61#děti předškolního věku# 
62#žáci ZŠ# 
63#žáci zvláštních škol# 
64#chovanci DD anebo DM# 
65#učni a osoby připr. se na dělnická povolání# 
66#učni a osoby připr. se na provozní povolání# 
67#studenti středních a odborných škol# 
68#vysokoškolští studenti# 
71#osoby v zákl. vojenské službě#pouze u dodatečně nahlášených TČ
72#osoby ve výkonu odnětí svobody# 
73#osoby v civilní službě #pouze u dodatečně nahlášených TČ
74#osoby na mateřské dovolené# 
75#důchodci# 
77#důchodci - Invalidní # 
78#nezaměstnaný#osoba vedená v registru úřadu práce
79#osoba ve vazbě# 
80#osoby bez pracovního zařazení    # 
##
#Osoby s podnikatelskou činností#
85#soukromě hospodařící zemědělci# 
86#podnikatelé, živnostníci, osoby SVČ, ostatní#
##
#Osoby bez údajů o zaměstnání#
87#osoby bez údajů o zaměstnání# 
##
#Pracovníci na úseku řízení a správy#
90#pracovníci státních (ústředních) orgánů a společenských organizací zastupitelských úřadů v cizině#kromě hospářsko-správních a administrativních pracovníků
91#pracovníci soudu, státního notářství, státního zastupitelstva, arbitráže#kromě hospodářsko-správních a administrativních pracovníků
92#vedoucí pracovníci hospodářských organizací#ředitelé, náměstci, předsedové družstev a jejich náměstci
93#ekonomičtí pracovníci#prac. plánování, statistiky, účetnictví, financí, nákladů, cen, kontroly, peněžnictví, pojišťovnictví, ekonomiky
94#odborní pracovníci organizace a techniky řízení a výpočetní techniky#programátoři, operátoři, odb. referenti, prac. na strojích aj.
95#odborní pracovníci na úseku obchodní činnosti cestovního ruchu, ubytování, veřejného stravování a dopravy#zásobovači, nákupčí, zbožíznalci, odborní pracovníci skladoví, odborní pracovníci pošt, telekomunikací a dopravy
96#administrativní pracovníci#odborní administrativní pracovníci, pokladní, sekretářky, telefonistky a ostatní administratívní pracovníci
97#pracovníci na úseku veřejné správy, včetně volených funkcionářů samosprávy# 
98#pracovníci celní služby# 
99#ostatní pracovníci na úseku řízení a správy# 
