01#01#10#OOP BENEŠOV
01#01#11#OOP ČECHTICE
01#01#12#OOP ČERČANY
01#01#14#OOP SÁZAVA
01#01#17#OOP TÝNEC NAD SÁZAVOU
01#01#18#OOP VLAŠIM
01#01#19#OOP VOTICE
01#02#10#OOP BEROUN
01#02#11#OOP HOŘOVICE
01#02#13#OOP KARLŠTEJN
01#02#14#OOP KRÁLŮV DVŮR
01#02#16#OOP ZDICE
06#01#11#OOP BLANSKO
06#01#12#OOP BOSKOVICE
06#01#13#OOP ČERNÁ HORA
06#01#16#OOP LETOVICE
06#02#10#OOP BRNO - STŘED
06#02#11#OOP BRNO - ŽABOVŘESKY
06#02#12#OOP BRNO - SEVER
06#02#13#OOP BRNO - ŽIDENICE
06#02#14#OOP BRNO - KRÁLOVO POLE
06#02#16#OOP BRNO - KOMÁROV
06#02#18#OOP BRNO - VÝSTAVIŠTĚ
06#02#19#OOP BRNO - BYSTRC
06#02#50#OŽP BRNO
06#03#10#OOP ŠLAPANICE
06#03#12#OOP IVANČICE
06#03#13#OOP KUŘIM
06#03#15#OOP ROSICE
06#03#17#OOP TIŠNOV
06#03#20#OOP ŽIDLOCHOVICE
06#03#22#OOP RAJHRAD
07#01#10#OOP BRUNTÁL
07#01#11#OOP BŘIDLIČNÁ
07#01#12#OOP HORNÍ BENEŠOV
07#01#13#OOP KRNOV
07#01#14#OOP MĚSTO ALBRECHTICE
07#01#16#OOP RÝMAŘOV
07#01#17#OOP VRBNO POD PRADĚDEM
06#04#10#OOP BŘECLAV
06#04#12#OOP HUSTOPEČE
06#04#15#OOP MIKULOV
06#04#16#OOP POHOŘELICE
06#04#17#OOP VELKÉ PAVLOVICE
04#01#10#OOP CVIKOV
04#01#11#OOP ČESKÁ LÍPA
04#01#12#OOP DOKSY
04#01#15#OOP MIMOŇ
04#01#16#OOP NOVÝ BOR
04#01#17#OOP STRÁŽ POD RALSKEM
04#01#20#OOP ŽANDOV
04#01#21#OOP JABLONNÉ V PODJEŠTĚDÍ
02#01#10#OOP ČESKÉ BUDĚJOVICE
02#01#11#OOP ČTYŘI DVORY
02#01#12#OOP SUCHÉ VRBNÉ
02#01#13#OOP HLUBOKÁ NAD VLTAVOU
02#01#14#OOP BORŠOV NAD VLTAVOU
02#01#16#OOP LIŠOV
02#01#18#OOP ŠEVĚTÍN
02#01#19#OOP TRHOVÉ SVINY
02#01#20#OOP TÝN NAD VLTAVOU
02#01#21#OOP ZLIV
02#01#50#OŽP ČESKÉ BUDĚJOVICE
02#02#11#OOP ČESKÝ KRUMLOV
02#02#13#OOP HORNÍ PLANÁ
02#02#15#OOP KAPLICE
02#02#16#OOP KŘEMŽE
02#02#17#OOP LIPNO
02#02#18#OOP VĚTŘNÍ
02#02#19#OOP VYŠŠÍ BROD
04#02#10#OOP BENEŠOV NAD PLOUČNICÍ
04#02#12#OOP ČESKÁ KAMENICE
04#02#13#OOP DĚČÍN
04#02#14#OOP KRÁSNÁ LÍPA
04#02#15#OOP HŘENSKO
04#02#16#OOP RUMBURK
04#02#17#OOP ŠLUKNOV
04#02#18#OOP VARNSDORF
04#02#19#OOP VELKÝ ŠENOV
04#02#50#OŽP DĚČÍN
03#01#11#OOP DOMAŽLICE
03#01#12#OOP HOLÝŠOV
03#01#13#OOP HORŠOVSKÝ TÝN
03#01#14#OOP KDYNĚ
03#01#15#OOP POBĚŽOVICE
07#02#11#OOP BRUŠPERK
