00#00#00#ETŘ KŘPA#1#0000
00#00#03#Krajské ředitelství policie hlavního města Prahy - neznámý 000003#1#0000
00#00#04#Krajské ředitelství policie hlavního města Prahy - neznámý 000004#1#0000
00#00#05#ODB. VYŠETŘOVÁNÍ DN SKPV KŘPA#1#0000
01#00#00#ETŘ KŘPS#1#0001
01#00#02#Krajské ředitelství policie Středočeského kraje - neznámý 010002#1#0001
01#00#42#DÁLNIČNÍ ODD. RUDNÁ#1#0001
01#00#43#DÁLNIČNÍ ODD. POŘÍČANY#1#0001
02#00#00#ETŘ KŘPC#1#0002
02#00#03#Krajské ředitelství policie Jihočeského kraje - neznámý 020003#1#0002
02#00#04#Krajské ředitelství policie Jihočeského kraje - neznámý 020004#1#0002
03#00#00#ETŘ KŘPP#1#0003
03#00#03#Krajské ředitelství policie Západočeského kraje - neznámý 030003#1#0003
04#00#00#ETŘ KŘPU#1#0004
04#00#03#Krajské ředitelství policie Severočeského kraje - neznámý 040003#1#0004
04#00#04#Krajské ředitelství policie Severočeského kraje - neznámý 040004#1#0004
04#00#40#DÁLNIČNÍ ODD. ŘEHLOVICE#1#0004
05#00#00#ETŘ KŘPH#1#0005
05#00#03#Krajské ředitelství policie Východočeského kraje - neznámý 050003#1#0005
05#00#04#Krajské ředitelství policie Východočeského kraje - neznámý 050004#1#0005
06#00#00#ETŘ KŘPB#1#0006
06#00#03#Krajské ředitelství policie Jihomoravského kraje - neznámý 060003#1#0006
06#00#04#Krajské ředitelství policie Jihomoravského kraje - neznámý 060004#1#0006
06#00#40#DÁLNIČNÍ ODD. DOMAŠOV#1#0006
06#00#42#DÁLNIČNÍ ODD. CHRLICE#1#0006
07#00#00#ETŘ KŘPT#1#0007
07#00#02#Krajské ředitelství policie Severomoravského kraje - neznámý 070002#1#0007
07#00#03#Krajské ředitelství policie Severomoravského kraje - neznámý 070003#1#0007
07#00#04#Krajské ředitelství policie Severomoravského kraje - neznámý 070004#1#0007
07#00#05#Krajské ředitelství policie Severomoravského kraje - neznámý 070005#1#0007
07#00#50#OŽP A DOPROVODU VLAKŮ#1#0007
02#00#80#ODBOR HOSP. KRIMINALITY KŘPC#1#0002
01#00#03#Krajské ředitelství policie Středočeského kraje - neznámý 010003#1#0001
